Date,Open,High,Low,Close,Adj Close,Volume
5/24/2019,89.779999,90.5,86.709999,87.160004,85.46386,3757500
5/28/2019,87.690002,88.379997,86.970001,87.110001,85.414841,3148500
5/29/2019,85.650002,86.639999,84.279999,86.43,84.74807,3974100
5/30/2019,86.260002,86.489998,83.809998,83.959999,82.326141,3010000
5/31/2019,82.699997,83.849998,81.830002,81.879997,80.286606,4316600
6/3/2019,82.470001,83.050003,81.32,82.949997,81.335785,3333200
6/4/2019,83.440002,84.900002,82.580002,84.279999,82.639908,3586200
6/5/2019,84.099998,84.43,80.410004,82.029999,80.433693,4593300
6/6/2019,82.839996,84.779999,82.43,84.269997,82.630096,3545000
6/7/2019,84.489998,85.139999,83.5,84.599998,82.953682,2462100
6/10/2019,85.080002,85.830002,84.82,85.199997,83.542,2044100
6/11/2019,86.230003,87.690002,86.160004,86.5,84.816711,4030700
6/12/2019,85.959999,86.139999,84.440002,85.029999,83.37532,2857600
6/13/2019,86.330002,87,86.110001,86.489998,84.806908,4218100
6/14/2019,86.559998,87.330002,85.059998,85.169998,83.512589,2759500
6/17/2019,84.410004,86.050003,84.32,85.470001,83.806755,2629200
6/18/2019,86.470001,89.080002,86.419998,88.300003,86.58168,3640500
6/19/2019,87.75,89.379997,86.540001,88.650002,86.924873,3318300
6/20/2019,90.400002,92.099998,90.400002,91.449997,89.670387,3772800
6/21/2019,91.370003,93.099998,91.370003,92.370003,90.572487,4052500
6/24/2019,91.839996,92.949997,90.360001,90.559998,88.797699,2311500
6/25/2019,90.419998,90.769997,89.139999,90.040001,88.287819,2641900
6/26/2019,91.5,94.379997,90.720001,93.089996,91.278458,3422300
6/27/2019,92.889999,93.790001,91.889999,92.110001,90.317535,2112400
6/28/2019,92.220001,93.470001,91.669998,93.160004,91.347107,3735900
7/1/2019,95,95.290001,92.449997,93.089996,91.278458,2355200
7/2/2019,92.669998,92.989998,87.349998,87.559998,85.856087,5193200
7/3/2019,88,88.089996,86.129997,87.199997,85.503082,2794500
7/5/2019,87.370003,89,87.199997,88.57,86.846428,5390500
7/8/2019,87.949997,91.040001,87.25,90.150002,88.395676,3219400
7/9/2019,89.709999,90.230003,88.660004,89.150002,87.415138,2626900
7/10/2019,90.050003,92.099998,89.900002,90.660004,88.89576,4298700
7/11/2019,91.150002,91.620003,90.089996,90.839996,89.07225,3640300
7/12/2019,90.839996,91.470001,90.419998,90.900002,89.131088,2393000
7/15/2019,91.160004,91.360001,88.580002,88.75,87.022934,3432500
7/16/2019,88.790001,88.790001,86.260002,87,85.584221,3012000
7/17/2019,87.230003,87.730003,85.110001,85.190002,83.80368,3693500
7/18/2019,84.949997,85.559998,84.519997,85.43,84.039772,3332100
7/19/2019,85.720001,87.400002,84.900002,87.040001,85.623581,3130200
7/22/2019,87.370003,88.769997,86.900002,87.209999,85.790802,3331000
7/23/2019,87.139999,88.370003,86.459999,87.589996,86.164627,2908200
7/24/2019,87.459999,88.739998,87.339996,87.68,86.253159,1849300
7/25/2019,88.019997,88.18,85.019997,85.470001,84.079124,2945100
7/26/2019,85.019997,85.199997,83.470001,84.290001,82.918327,3026100
7/29/2019,84.059998,84.389999,82.010002,83.919998,82.554344,3407000
7/30/2019,83.599998,86.730003,83.050003,86.059998,84.659523,3707600
7/31/2019,85.860001,88.129997,85.25,85.849998,84.452942,3144300
8/1/2019,84,84.300003,79.449997,81.07,79.750725,8080000
8/2/2019,83.050003,87.839996,80.059998,82.459999,81.118103,6795800
8/5/2019,80.25,81.629997,78.800003,79,77.714409,5476400
8/6/2019,79.529999,79.910004,76.870003,78.279999,77.006126,4257200
8/7/2019,76.650002,78.099998,74.839996,77.550003,76.28801,5249900
8/8/2019,78,80.389999,77.599998,80.360001,79.052284,6235200
8/9/2019,80.800003,80.879997,79.260002,79.370003,78.078392,2787800
8/12/2019,78.75,79.629997,77.800003,77.919998,76.651985,3908600
8/13/2019,77.489998,79.93,76.830002,78.519997,77.242218,4881100
8/14/2019,76.480003,76.879997,74.260002,75.019997,73.799179,6971500
8/15/2019,74.910004,75.519997,73.949997,74.940002,73.720474,4008300
8/16/2019,75.190002,76.57,74.830002,75.919998,74.68454,2540900
8/19/2019,77.419998,78.190002,76.160004,77.809998,76.54377,3530000
8/20/2019,77.25,77.389999,76.199997,76.690002,75.442001,3039100
8/21/2019,77.589996,78.129997,76.349998,77.220001,75.963379,2886800
8/22/2019,77.620003,77.75,75.470001,75.510002,74.281212,2299800
8/23/2019,74.18,74.860001,71.360001,71.75,70.58239,5160000
8/26/2019,72.739998,73.220001,71.370003,72.25,71.074257,2688200
8/27/2019,72.93,72.989998,70.830002,71.660004,70.493858,2649300
8/28/2019,71.669998,73.480003,71.620003,72.529999,71.349693,3055900
8/29/2019,73.190002,75.839996,73.040001,74.480003,73.267967,3726700
8/30/2019,74.589996,75.410004,73.349998,74.190002,72.982681,3164000
9/3/2019,72.559998,74.349998,72.389999,74.129997,72.92366,2467000
9/4/2019,75.699997,76.370003,74.919998,75.57,74.340233,2951100
9/5/2019,75.830002,77.32,75.110001,75.599998,74.369743,4059700
9/6/2019,74.730003,76.529999,73.480003,76.440002,75.196075,3794000
9/9/2019,77.25,80.419998,77.050003,80,78.698135,5133600
9/10/2019,80.389999,82.389999,79.720001,80.099998,78.796509,4342700
9/11/2019,80.879997,82.75,79.800003,81.029999,79.71138,3585300
9/12/2019,79.220001,80.470001,78,79.68,78.383347,3200200
9/13/2019,80.169998,81.089996,78.120003,79.389999,78.098061,4123500
9/16/2019,85.989998,87,83.230003,85.639999,84.246361,11888900
9/17/2019,84.400002,84.989998,80.830002,81.220001,79.898285,4902200
9/18/2019,80,81.389999,79.68,81.32,79.996658,3876100
9/19/2019,82.389999,82.470001,80.970001,81.610001,80.281944,4099100
9/20/2019,81.989998,82.139999,80.080002,81,79.681862,4754700
9/23/2019,80,81,79.709999,80.129997,78.826027,3749100
9/24/2019,78.75,79.769997,77.879997,78.559998,77.28157,4323900
9/25/2019,77.730003,78.43,76.110001,76.769997,75.520691,3236200
9/26/2019,76,76.419998,74.43,75.089996,73.868034,4100200
9/27/2019,74,75.449997,73.489998,74.980003,73.759834,3422300
9/30/2019,74.379997,74.870003,73.779999,74.220001,73.012199,3159100
10/1/2019,74.790001,74.790001,71.400002,71.580002,70.415161,4155300
10/2/2019,71.330002,72.290001,69.470001,69.800003,68.664124,4289200
10/3/2019,69.160004,71.089996,69.099998,70.839996,69.687195,3556500
10/4/2019,70.709999,71.419998,69.540001,70.919998,69.7659,2525300
10/7/2019,71.400002,71.440002,69.730003,69.760002,68.624779,3736000
10/8/2019,68.889999,69.75,68.110001,68.730003,67.611534,5544600
10/9/2019,69.709999,70.080002,68.089996,68.589996,67.473816,3575300
10/10/2019,68.690002,69.610001,68.099998,68.910004,67.788612,3057700
10/11/2019,69.879997,70.769997,69.050003,69.25,68.12307,5662700
10/14/2019,68.07,68.519997,66.019997,68.190002,67.08033,5351700
10/15/2019,67.599998,69.790001,67.300003,69.25,68.12307,6107900
10/16/2019,68.510002,69.709999,68.160004,68.18,67.350586,4342100
10/17/2019,68.370003,68.690002,66.400002,66.769997,65.957741,4324000
10/18/2019,66.690002,66.900002,64.440002,64.440002,63.65609,6595300
10/21/2019,64.400002,67.730003,64.330002,67.660004,66.836922,5603500
10/22/2019,67.870003,70.690002,67.400002,69.57,68.723679,4476400
10/23/2019,69.650002,72.739998,69.059998,71.940002,71.064857,5533200
10/24/2019,72.290001,72.559998,70.669998,71.970001,71.09449,4249800
10/25/2019,71.830002,72.809998,71.199997,72.480003,71.598282,2398600
10/28/2019,73.089996,73.330002,71.019997,71.050003,70.185677,3211400
10/29/2019,70.660004,72.279999,70.050003,71.809998,70.936424,3939500
10/30/2019,72.010002,72.5,69.489998,69.620003,68.773071,3361100
10/31/2019,69.169998,69.730003,68.110001,69.309998,68.466843,5272200
11/1/2019,70.059998,71.379997,69.639999,71.150002,70.284462,3033100
11/4/2019,72.419998,74.239998,72.370003,73.690002,72.793556,6808500
11/5/2019,74.400002,75.360001,73.419998,74.010002,73.109665,4412400
11/6/2019,73.489998,73.699997,70.68,71.419998,70.55117,5247500
11/7/2019,72.449997,75.599998,71.870003,74.739998,73.83078,7641200
11/8/2019,74,75.279999,73.139999,74.699997,73.791275,3136400
11/11/2019,73.5,74.599998,72.919998,73.82,72.921982,2905800
11/12/2019,74.099998,74.379997,72.480003,73.290001,72.398422,3262000
11/13/2019,72.669998,72.940002,71.099998,72.610001,71.726692,3847700
11/14/2019,72.870003,74.239998,72.110001,72.349998,71.469856,3425200
11/15/2019,72.809998,74.010002,72.540001,73.480003,72.586121,3505300
11/18/2019,72.720001,72.940002,70.699997,71.260002,70.39312,2965800
11/19/2019,71.360001,71.389999,69.779999,70.400002,69.543587,3763500
11/20/2019,70.739998,73.360001,70.309998,72.059998,71.18338,4027600
11/21/2019,72.059998,73.459999,71.300003,73.32,72.428062,4147700
11/22/2019,73.510002,74.309998,72.830002,72.989998,72.102066,2903300
11/25/2019,72.82,73.589996,72.07,73.519997,72.625626,3129200
11/26/2019,73.480003,73.68,71.849998,71.910004,71.035217,3320000
11/27/2019,72.07,72.559998,71.330002,72.349998,71.469856,2346500
11/29/2019,71.370003,71.849998,70.459999,70.900002,70.037498,1497600
12/2/2019,71.620003,72.620003,70.709999,70.790001,69.928841,3938000
12/3/2019,70.010002,70.120003,68.080002,68.779999,67.943283,4555500
12/4/2019,69.720001,72.550003,69.629997,72.050003,71.173515,5310600
12/5/2019,72.519997,72.809998,70.160004,70.589996,69.73127,3480500
12/6/2019,70.910004,74.120003,70.699997,73.959999,73.060272,4368000
12/9/2019,73.279999,74.900002,72.779999,74.510002,73.603584,3752000
12/10/2019,74.050003,75.099998,73.739998,74.839996,73.929565,3646900
12/11/2019,74.760002,75.029999,74.050003,74.669998,73.761642,3158900
12/12/2019,74.660004,77.120003,74.370003,76.709999,75.776817,3754800
12/13/2019,77.459999,77.650002,75.389999,75.489998,74.571655,2728900
12/16/2019,76.25,78.160004,75.989998,77.910004,76.962227,6744500
12/17/2019,78.120003,79.5,78.050003,78.809998,77.851273,5506500
12/18/2019,78.910004,81.360001,78.809998,80.589996,79.609619,7742700
12/19/2019,80.169998,81.660004,79.690002,81.25,80.261589,6791700
12/20/2019,82.720001,83.620003,81.400002,82.660004,81.654442,9119000
12/23/2019,82.360001,83.5,81.82,83.379997,82.365685,3159100
12/24/2019,83.800003,84.5,83.529999,83.809998,82.790451,1236200
12/26/2019,84.290001,84.690002,83.470001,83.650002,82.632393,2588800
12/27/2019,84.07,84.089996,82.93,83.139999,82.128601,1868300
12/30/2019,82.900002,83.5,82.230003,82.389999,81.387726,2251800
12/31/2019,81.849998,83.779999,81.379997,83.760002,82.741066,2238900
1/2/2020,84.32,84.610001,83.540001,84.139999,83.116432,2496400
1/3/2020,85.580002,86.849998,84.059998,84.989998,83.956093,3716200
1/6/2020,85.900002,89.290001,85.779999,88.440002,87.364128,8485500
1/7/2020,88.629997,89.330002,87.230003,89.290001,88.203789,4320000
1/8/2020,89.239998,89.540001,86.970001,87.339996,86.277504,5337300
1/9/2020,86.550003,88.370003,84.709999,88.25,87.176437,6908200
1/10/2020,87.550003,87.610001,86.150002,86.269997,85.22052,2950600
1/13/2020,85.879997,85.970001,84.339996,85.519997,84.479645,3399700
1/14/2020,85.370003,86.660004,84.559998,86.330002,85.279793,4281700
1/15/2020,85.68,86.769997,85.25,86.739998,85.684807,2562500
1/16/2020,86.959999,88.089996,86.669998,87.019997,86.247261,5128600
1/17/2020,87.07,87.139999,84.300003,85.309998,84.552444,4542600
1/21/2020,85.099998,86.169998,84.029999,84.040001,83.293732,4522700
1/22/2020,84.040001,84.099998,82.779999,83.089996,82.352158,4030400
1/23/2020,82.099998,82.239998,80.650002,81.830002,81.103355,3369400
1/24/2020,81.199997,81.209999,78.970001,79.849998,79.14093,3128800
1/27/2020,77.589996,78.269997,76.610001,76.639999,75.959442,2968300
1/28/2020,77.470001,77.93,76.57,77.050003,76.365799,2794300
1/29/2020,77.669998,77.940002,75.040001,75.139999,74.472755,2701000
1/30/2020,74.129997,75.989998,73.589996,75.82,75.146721,4535800
1/31/2020,74.32,74.800003,72.510002,72.910004,72.262566,5004100
2/3/2020,72.830002,73,71.269997,71.370003,70.736237,3803200
2/4/2020,72.910004,74.800003,72.900002,73.620003,72.966263,4725200
2/5/2020,75.5,77.980003,75.279999,77.050003,76.365799,3724800
2/6/2020,77.400002,77.400002,75.220001,75.870003,75.196281,2128800
2/7/2020,74.849998,75.32,73.900002,74.349998,73.689774,2257800
2/10/2020,73.900002,74.139999,73.059998,73.699997,73.045547,2865400
2/11/2020,75.129997,75.410004,74.309998,74.790001,74.12587,2191500
2/12/2020,76.599998,76.910004,75.169998,75.379997,74.710625,2860000
2/13/2020,75,76.040001,74.75,75.68,75.007965,2197600
2/14/2020,76,76.220001,73.839996,74.919998,74.254715,2087700
2/18/2020,74.529999,75.07,73.529999,74.529999,73.868172,2520800
2/19/2020,74.93,77.669998,74.93,77.279999,76.593758,2765200
2/20/2020,76.790001,77.370003,75.690002,75.989998,75.315208,2447100
2/21/2020,74.870003,74.870003,73.650002,74.209999,73.551018,2963700
2/24/2020,71.330002,71.330002,69.400002,69.910004,69.289207,3854400
2/25/2020,70.150002,70.32,65.550003,66.989998,66.395126,6558100
2/26/2020,67.720001,67.769997,63.080002,63.200001,62.638786,5371300
2/27/2020,60.59,63.560001,58.849998,60,59.467201,7699300
2/28/2020,57.299999,63.259998,56.34,63.259998,62.698254,11081600
3/2/2020,63.810001,63.900002,60.16,62.860001,62.301807,8008500
3/3/2020,62.93,65.410004,60.889999,62.43,61.875626,6432200
3/4/2020,63.619999,64.5,62.279999,64.080002,63.510975,5455100
3/5/2020,61.779999,63.740002,60.709999,61.869999,61.320595,4905100
3/6/2020,58.919998,59.900002,53.869999,55.299999,54.808937,9915000
3/9/2020,38.220001,40.18,34.889999,37.599998,37.266113,18938200
3/10/2020,39.880001,41.709999,35.810001,41.599998,41.230591,13804500
3/11/2020,39.450001,39.950001,37.560001,38.860001,38.514927,13208700
3/12/2020,35.189999,35.950001,31.66,32.5,32.211403,12384000
3/13/2020,35.25,35.82,30.25,34.799999,34.490978,13961100
3/16/2020,29.99,36.09,28.110001,31.1,30.823833,10311100
3/17/2020,31.389999,33.240002,29.620001,30.889999,30.615698,10122100
3/18/2020,28.190001,30.15,27,29.76,29.495733,7759600
3/19/2020,29.940001,34.549999,29.76,33.220001,32.925011,9407700
3/20/2020,34.689999,37.240002,33.52,34.889999,34.580177,12411400
3/23/2020,34.599998,36.529999,33.110001,34.540001,34.233288,8642100
3/24/2020,36.439999,40,35.720001,39.799999,39.446575,10485900
3/25/2020,39.09,41.57,36.700001,39.689999,39.337555,9492500
3/26/2020,36.119999,40.200001,36.119999,39.529999,39.178974,9263100
3/27/2020,37.830002,38.389999,34.880001,36,35.680321,10078900
3/30/2020,35.009998,35.470001,33.52,34.98,34.66938,9148200
3/31/2020,36.900002,38.610001,35.18,35.919998,35.601028,7816000
4/1/2020,34.57,35.470001,33.549999,34.599998,34.292751,6250300
4/2/2020,36.630001,43.450001,36.290001,38.299999,37.959896,12694000
4/3/2020,40,41.290001,38.43,39.889999,39.535778,13593900
4/6/2020,40.68,40.939999,37.66,39.43,39.079865,9030700
4/7/2020,42,42.939999,40.610001,41.330002,40.962994,7531800
4/8/2020,42.259998,45.389999,42.169998,45.290001,44.887829,7217500
4/9/2020,47.25,47.580002,42.549999,44.82,44.422001,11001900
4/13/2020,46.200001,46.98,42.740002,43.290001,42.905586,5758200
4/14/2020,42.849998,43.48,41.77,42.23,41.855,5410700
4/15/2020,39.369999,40.400002,38.779999,39.889999,39.889999,6256000
4/16/2020,39.549999,39.650002,36.400002,36.52,36.52,6638800
4/17/2020,37.549999,42.130001,37.490002,41.84,41.84,10886100
4/20/2020,39.029999,43.029999,38.84,41.169998,41.169998,6680800
4/21/2020,39.27,41.639999,39.27,40.5,40.5,6313900
4/22/2020,42.689999,43.330002,41.59,43.150002,43.150002,5274100
4/23/2020,45.25,46.119999,44.080002,44.220001,44.220001,7565400
4/24/2020,45,45.330002,42.810001,43.360001,43.360001,5192300
4/27/2020,42.860001,45.080002,42.049999,44.540001,44.540001,4777200
4/28/2020,46.040001,46.810001,44.5,44.98,44.98,4409600
4/29/2020,47.200001,47.900002,45.470001,47.720001,47.720001,6661500
4/30/2020,47.799999,49.110001,45.860001,47.509998,47.509998,5449300
5/1/2020,46.139999,46.959999,43.84,44.57,44.57,5699200
5/4/2020,43.5,46.799999,43.259998,46.740002,46.740002,7710200
5/5/2020,48.5,49.200001,45.700001,46.049999,46.049999,7181600
5/6/2020,46.139999,47.080002,45.599998,45.84,45.84,3247100
5/7/2020,47.57,49.41,47.389999,48.310001,48.310001,5907500
5/8/2020,49.299999,51.509998,48.459999,51.450001,51.450001,7285800
5/11/2020,50.740002,51.970001,49.5,49.84,49.84,5279100
5/12/2020,50.009998,50.540001,48.709999,49.720001,49.720001,5286000
5/13/2020,49.450001,49.450001,47.549999,48.200001,48.200001,5768000
5/14/2020,47.139999,48.959999,45.91,47.560001,47.560001,5903800
5/15/2020,47.09,48.810001,46.939999,47.68,47.68,4004800
5/18/2020,50.5,52.68,50.009998,52.439999,52.439999,6342000
5/19/2020,52.290001,52.77,50.580002,50.66,50.66,3559100
5/20/2020,51.650002,53.389999,51.509998,52.650002,52.650002,3303600
5/21/2020,52.950001,53.560001,51.610001,52.32,52.32,3881100
5/22/2020,52.209999,52.380001,50.950001,52.279999,52.279999,2500200
